Article (Author et al YYYY),Sample Name,Sample Type,38.86531,-108.39814,Sampling Year,Sample Date (MM/DD/YYY),Sample Time,Analysis Method,Streamflow (m3/s),Sampling Depth (m),Units,PFOS,PFOA,FBSA,PFDA,PFNA,PFHxS,PFHxA,PFHpA,PFHpS,GenX,4:2 FTS,6:2 FTS,8:2 FTS,10:2 FTS,3:3 FTCA,5:3 FTCA,7:3 FTCA,PFPA,PFPeA,PFPeS,PFBS,PFBA,PFMOPrA,PFMOBA,PFMOAA,PFO2HxA,PFO3OA,PFO4DA,PFESA BP 1,PFESA BP 2,PFDoS,PFUnDA,FOSAA,N-MeFOSE,NMeFOSAA,NMeFOSA,N-EtFOSE,NEtFOSAA,N-EtFOSA,PFDS,PFTeDA,PFHxDA,PFNS,PFTrDA,PFDoA,PFOSA,9-Cl-PF3ONS,11-Cl-PF3OUdS,PFECA-G,ADONA,PFEESA,NFDHA,PFODA
DMR Permits et al 2024,MOLSON COORSGOLDEN FACILITY,Waste Water (Unsepecified),39.771944,-105.171111,2022,09/30/2022,,,,,ng/L,3.5,1.9,,0,0,2.9,3.6,3.9,0,0,0,0,0,,,0,0,,10.4,0,7.8,11.1,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,3.5,0,0,,0,0,0,
DMR Permits et al 2024,MOLSON COORSGOLDEN FACILITY,Waste Water (Unsepecified),39.771944,-105.171111,2022,10/31/2022,,,,,ng/L,4.8,2.7,,0,0,1.4,6.4,1.4,0,0,0,0,0,,,0,0,,12.3,0,0,9.8,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,MOLSON COORSGOLDEN FACILITY,Waste Water (Unsepecified),39.771944,-105.171111,2022,11/30/2022,,,,,ng/L,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,MOLSON COORSGOLDEN FACILITY,Waste Water (Unsepecified),39.771944,-105.171111,2022,12/31/2022,,,,,ng/L,2.6,2.7,,0,0,1.6,6,0,0,0,0,0,0,,,0,0,,9.9,0,2.3,4.3,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,MOLSON COORSGOLDEN FACILITY,Waste Water (Unsepecified),39.771944,-105.171111,2023,01/31/2023,,,,,ng/L,3.3,3.6,,0,0,1.7,9,2.1,0,0,0,0,0,,,0,0,,5.6,0,2.2,0,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,MOLSON COORSGOLDEN FACILITY,Waste Water (Unsepecified),39.771944,-105.171111,2023,02/28/2023,,,,,ng/L,31,7.3,,0,6.7,5.2,13,5.8,0,0,0,75,6.8,,,0,0,,8.5,0,2.5,6.3,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,MOLSON COORSGOLDEN FACILITY,Waste Water (Unsepecified),39.771944,-105.171111,2023,03/31/2023,,,,,ng/L,4.7,13,,0,0,3.1,9.7,5.5,0,0,0,5.4,0,,,0,0,,8.6,0,3.9,4.3,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,MOLSON COORSGOLDEN FACILITY,Waste Water (Unsepecified),39.771944,-105.171111,2023,04/30/2023,,,,,ng/L,0,19,,0,0,2.5,5.7,7.9,0,0,0,0,0,,,0,0,,7.4,0,0,7.5,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,MOLSON COORSGOLDEN FACILITY,Waste Water (Unsepecified),39.771944,-105.171111,2023,05/31/2023,,,,,ng/L,3.7,84,,0,0,2.4,5.9,5,0,0,0,0,0,,,0,0,,7.1,0,1.9,5.5,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,MOLSON COORSGOLDEN FACILITY,Waste Water (Unsepecified),39.771944,-105.171111,2023,06/30/2023,,,,,ng/L,5,4.4,,0,0,3.3,8.9,4.8,0,0,0,0,0,,,0,0,,9,0,3.3,8,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,MOLSON COORSGOLDEN FACILITY,Waste Water (Unsepecified),39.771944,-105.171111,2023,07/31/2023,,,,,ng/L,5,7,,0,0,5,11,4.2,0,0,0,0,0,,,0,0,,15,0,4.4,6.9,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,MOLSON COORSGOLDEN FACILITY,Waste Water (Unsepecified),39.771944,-105.171111,2023,08/31/2023,,,,,ng/L,4.9,6.4,,0,0,2.5,10,4.8,0,0,0,0,0,,,0,0,,8.5,0,2.2,0,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,MOLSON COORSGOLDEN FACILITY,Waste Water (Unsepecified),39.771944,-105.171111,2023,09/30/2023,,,,,ng/L,2.9,3.9,,0,0,2,4.4,3.5,0,0,0,0,0,,,0,0,,6.2,0,2.2,0,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,MOLSON COORSGOLDEN FACILITY,Waste Water (Unsepecified),39.771944,-105.171111,2023,10/31/2023,,,,,ng/L,2.8,2.3,,0,0,1.9,4.5,2.4,0,0,0,0,0,,,0,0,,5.8,0,2.5,0,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,MOLSON COORSGOLDEN FACILITY,Waste Water (Unsepecified),39.771944,-105.171111,2023,11/30/2023,,,,,ng/L,4.6,3.3,,0,0,2.7,6.3,3,0,0,0,0,0,,,0,0,,6.8,0,3.5,9.6,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,MOLSON COORSGOLDEN FACILITY,Waste Water (Unsepecified),39.771944,-105.171111,2023,12/31/2023,,,,,ng/L,2.8,8,,0,0,2.1,5.2,3.1,0,0,0,0,0,,,0,0,,7.5,0,2.2,0,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,MOLSON COORSGOLDEN FACILITY,Waste Water (Unsepecified),39.771944,-105.171111,2024,01/31/2024,,,,,ng/L,2.7,2.4,,0,0,2.4,7,7.7,0,0,0,0,0,,,0,0,,6,0,2.7,4.7,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,MOLSON COORSGOLDEN FACILITY,Waste Water (Unsepecified),39.771944,-105.171111,2024,02/29/2024,,,,,ng/L,0,5.1,,0,1.7,1.7,4.4,3.5,0,0,0,0,0,,,0,0,,6.2,0,3.1,6.8,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,MOLSON COORSGOLDEN FACILITY,Waste Water (Unsepecified),39.771944,-105.171111,2024,03/31/2024,,,,,ng/L,2.7,2.7,,0,0,0,5,2.3,0,0,0,0,0,,,0,0,,6.9,0,3.1,6.9,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,MOLSON COORSGOLDEN FACILITY,Waste Water (Unsepecified),39.771944,-105.171111,2024,04/30/2024,,,,,ng/L,3.5,4.3,,0,0,2.5,10,3.3,0,0,0,0,0,,,0,0,,10,0,4.4,6.2,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,MOLSON COORSGOLDEN FACILITY,Waste Water (Unsepecified),40.497778,-106.913889,2024,05/31/2024,,,,,ng/L,0,0,,0,0,0,5.8,0,0,0,0,0,0,,,0,0,,7.6,0,0,8.5,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,STEAMBOAT SPRINGS WWTF,Waste Water (Unsepecified),40.497778,-106.913889,2022,01/31/2022,,,,,ng/L,0,14.8,,0,0,2.5,20.1,1.8,0,0,0,0,0,,,0,0,,6.4,0,0,15.8,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,STEAMBOAT SPRINGS WWTF,Waste Water (Unsepecified),40.497778,-106.913889,2022,02/28/2022,,,,,ng/L,1.5,11.7,,0,0,0.9,25.1,1.4,0,0,0,0,0,,,0,0,,4.9,0,291,3.7,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,STEAMBOAT SPRINGS WWTF,Waste Water (Unsepecified),40.497778,-106.913889,2022,03/31/2022,,,,,ng/L,0,10.3,,0,0,3.1,17.2,2,0,0,0,0,0,,,0,0,,0,0,0,3.9,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,STEAMBOAT SPRINGS WWTF,Waste Water (Unsepecified),40.497778,-106.913889,2022,04/30/2022,,,,,ng/L,5.5,10.5,,0,0,3.5,50.2,3.2,0,0,0,0,0,,,0,0,,10.8,0,0,4.9,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,5.5,0,0,,0,0,0,
DMR Permits et al 2024,STEAMBOAT SPRINGS WWTF,Waste Water (Unsepecified),40.497778,-106.913889,2022,05/31/2022,,,,,ng/L,4,10.1,,0,0,2.1,26.4,2,0,0,0,0,0,,,0,0,,7.7,0,0,3.8,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,4,0,0,,0,0,0,
DMR Permits et al 2024,STEAMBOAT SPRINGS WWTF,Waste Water (Unsepecified),40.497778,-106.913889,2022,06/30/2022,,,,,ng/L,2.5,9.3,,0,0,0,21.8,1.8,0,0,0,0,0,,,0,0,,6.6,0,0,0,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,STEAMBOAT SPRINGS WWTF,Waste Water (Unsepecified),40.497778,-106.913889,2022,07/31/2022,,,,,ng/L,3.1,16.9,,1,0,0,26.2,2.2,0,0,0,0,0,,,0,0,,10,0,144,6.5,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,3.7,0,0,,0,0,0,
DMR Permits et al 2024,STEAMBOAT SPRINGS WWTF,Waste Water (Unsepecified),40.497778,-106.913889,2022,08/31/2022,,,,,ng/L,0,9.1,,1,0,0,0,2.1,0,0,0,0,0,,,0,0,,6.6,0,0,2,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,3.7,0,0,,0,0,0,
DMR Permits et al 2024,STEAMBOAT SPRINGS WWTF,Waste Water (Unsepecified),40.497778,-106.913889,2022,09/30/2022,,,,,ng/L,2.9,8.9,,0,0,2.2,12.3,2.4,0,0,0,0,0,,,0,0,,22.5,8.3,0,7.4,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,3.7,0,0,,0,0,0,
DMR Permits et al 2024,STEAMBOAT SPRINGS WWTF,Waste Water (Unsepecified),40.497778,-106.913889,2022,10/31/2022,,,,,ng/L,2.6,7.3,,0,0,0,12.2,1.4,0,0,0,0,0,,,0,0,,12.3,0,99.3,3.7,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,STEAMBOAT SPRINGS WWTF,Waste Water (Unsepecified),40.497778,-106.913889,2022,11/30/2022,,,,,ng/L,0,5.8,,0,0,0,0,2,0,0,0,0,0,,,0,0,,5.2,0,347,2.8,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,3.8,0,0,,0,0,0,
DMR Permits et al 2024,STEAMBOAT SPRINGS WWTF,Waste Water (Unsepecified),40.497778,-106.913889,2022,12/31/2022,,,,,ng/L,1.5,5.7,,0,0,1.4,5.9,1.3,0,0,0,0,0,,,0,0,,3.5,0,308,5.3,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,2.3,0,0,,0,0,0,
DMR Permits et al 2024,STEAMBOAT SPRINGS WWTF,Waste Water (Unsepecified),40.497778,-106.913889,2023,01/31/2023,,,,,ng/L,1.9,8,,0,0,0,7.9,1.3,0,0,0,0,0,,,0,0,,7.3,0,0,10.5,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,STEAMBOAT SPRINGS WWTF,Waste Water (Unsepecified),40.497778,-106.913889,2023,02/28/2023,,,,,ng/L,1.8,9.8,,0,0,1.5,22.3,1.9,0,0,0,0,0,,,0,0,,13.7,0,131,6.4,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,STEAMBOAT SPRINGS WWTF,Waste Water (Unsepecified),40.497778,-106.913889,2023,03/31/2023,,,,,ng/L,0,6.9,,0,0,2,9.6,2.3,0,0,0,0,0,,,0,0,,7.3,0,307,5.9,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,1.6,0,0,,0,0,0,
DMR Permits et al 2024,STEAMBOAT SPRINGS WWTF,Waste Water (Unsepecified),40.497778,-106.913889,2023,04/30/2023,,,,,ng/L,0,7.1,,0,0,3.2,6.2,3.2,0,0,0,0,0,,,0,0,,4.9,0,46.2,4.1,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,STEAMBOAT SPRINGS WWTF,Waste Water (Unsepecified),40.497778,-106.913889,2023,05/31/2023,,,,,ng/L,4.3,7.2,,0,0,2.1,11.6,2.5,0,0,0,0,0,,,0,0,,5.7,0,55.4,4.7,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,STEAMBOAT SPRINGS WWTF,Waste Water (Unsepecified),40.497778,-106.913889,2023,06/30/2023,,,,,ng/L,3.4,8.5,,0,0,1.9,10.4,2.7,0,0,0,0,0,,,0,0,,7.5,0,189,6.8,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,STEAMBOAT SPRINGS WWTF,Waste Water (Unsepecified),40.497778,-106.913889,2023,07/31/2023,,,,,ng/L,2.1,9.2,,0,0,1.3,14.8,1.7,0,0,0,0,0,,,0,0,,5.5,0,0,3.2,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,STEAMBOAT SPRINGS WWTF,Waste Water (Unsepecified),40.497778,-106.913889,2023,08/31/2023,,,,,ng/L,0,10.4,,0,0,0,15.6,1.1,0,0,0,0,0,,,0,0,,3.8,0,0,2.5,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,STEAMBOAT SPRINGS WWTF,Waste Water (Unsepecified),40.497778,-106.913889,2023,10/31/2023,,,,,ng/L,3,18.5,,1.3,0,1.5,31.6,2.3,0,0,0,0,0,,,0,0,,22.6,0,0,6.1,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,STEAMBOAT SPRINGS WWTF,Waste Water (Unsepecified),40.497778,-106.913889,2023,11/30/2023,,,,,ng/L,2.2,6.1,,0,0,0,6.7,1,0,0,0,0,0,,,0,0,,4,0,0,3.3,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,STEAMBOAT SPRINGS WWTF,Waste Water (Unsepecified),40.497778,-106.913889,2023,12/31/2023,,,,,ng/L,1.7,5.2,,0,0,4,5.1,1,0,0,0,0,0,,,0,0,,2.6,0,0,3,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,STEAMBOAT SPRINGS WWTF,Waste Water (Unsepecified),40.497778,-106.913889,2024,01/31/2024,,,,,ng/L,1.6,6.1,,0,0,0,6.7,0,0,0,0,0,0,,,0,0,,3.5,0,266,3.2,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,STEAMBOAT SPRINGS WWTF,Waste Water (Unsepecified),40.497778,-106.913889,2024,02/29/2024,,,,,ng/L,2.2,7.8,,0,0,4.3,6.6,1.5,0,0,0,0,0,,,0,0,,3.6,0,386,2.6,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,STEAMBOAT SPRINGS WWTF,Waste Water (Unsepecified),40.497778,-106.913889,2024,03/31/2024,,,,,ng/L,2.8,6.4,,0,0,2.5,5,1.4,0,0,0,0,0,,,0,0,,3.4,0,210,2.8,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,STEAMBOAT SPRINGS WWTF,Waste Water (Unsepecified),40.497778,-106.913889,2024,04/30/2024,,,,,ng/L,5.1,6.2,,0,0,5.3,5.1,2.1,0,0,0,0,0,,,0,0,,4.3,0,133,3.4,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,STEAMBOAT SPRINGS WWTF,Waste Water (Unsepecified),38.984722,-104.83,2023,09/30/2023,,,,,ng/L,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,USAF ACADEMY,Waste Water (Unsepecified),38.984722,-104.83,2023,03/31/2023,,,,,ng/L,0.9,1.7,,1.1,0.465,0.355,3.65,0.5,0,0,0,0.36,0,,,0,0,,1.4,0,0.8,1.2,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,USAF ACADEMY,Waste Water (Unsepecified),38.984722,-104.83,2023,06/30/2023,,,,,ng/L,0.6,7,,1,0.85,0.465,8,1.3,0,0,0,0.335,0,,,0,0,,5,0,0.7,1.8,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0.24,0,0,,0,0,0,
DMR Permits et al 2024,USAF ACADEMY,Waste Water (Unsepecified),38.984722,-104.83,2023,09/30/2023,,,,,ng/L,1.95,6.5,,1.15,0.8,3.1,10.5,1.5,0,0,0,0,0,,,0,0,,13,0,1.6,3.1,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,USAF ACADEMY,Waste Water (Unsepecified),38.984722,-104.83,2023,12/31/2023,,,,,ng/L,1.3,3.3,,0.415,0.495,0.95,6.5,1.2,0,0,0,0,0,,,0,0,,6.5,0,0.85,1.95,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,USAF ACADEMY,Waste Water (Unsepecified),39.935278,-104.994722,2024,03/31/2024,,,,,ng/L,1,4.35,,0.6,0.7,0.65,4.45,0.65,0,0,0,0,0,,,0,0,,2.75,0,0.39,1.9,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,BIG DRY CREEK WWTF,Waste Water (Unsepecified),39.935278,-104.994722,2022,08/31/2022,,,,,ng/L,2.84,8.07,,0,0,2.9,17.5,2.32,0,0,0,0,0,,,0,0,,22.2,0,5.22,4.97,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,BIG DRY CREEK WWTF,Waste Water (Unsepecified),39.935278,-104.994722,2022,09/30/2022,,,,,ng/L,0,7.56,,0,1.17,4.15,23.5,2.23,0,0,0,0,0,,,0,0,,33,0,6.58,4.99,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,BIG DRY CREEK WWTF,Waste Water (Unsepecified),39.935278,-104.994722,2022,10/31/2022,,,,,ng/L,7.81,8.08,,0,0,3.51,22.3,2.52,0,0,0,0,0,,,0,0,,13.4,0,5.86,0,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,BIG DRY CREEK WWTF,Waste Water (Unsepecified),39.935278,-104.994722,2022,11/30/2022,,,,,ng/L,2.43,7.27,,0,0,2.91,22.2,2.2,0,0,0,0,0,,,0,0,,15.9,0,6.92,1.875,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,BIG DRY CREEK WWTF,Waste Water (Unsepecified),39.935278,-104.994722,2022,12/31/2022,,,,,ng/L,1.85,6.24,,0,0,2.44,22.1,1.77,0,0,0,0,0,,,0,0,,11.1,0,4.97,3.8,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,BIG DRY CREEK WWTF,Waste Water (Unsepecified),39.935278,-104.994722,2023,02/28/2023,,,,,ng/L,1.815,3.825,,0,0,2.19,7.145,1.555,0,0,0,0,0,,,0,0,,6.785,0,5.665,4.255,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,BIG DRY CREEK WWTF,Waste Water (Unsepecified),39.935278,-104.994722,2023,06/30/2023,,,,,ng/L,4.17,8.1,,0,0,4.89,15.2,3.61,0,0,0,0,0,,,0,0,,17,0.993,11.7,6.81,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,BIG DRY CREEK WWTF,Waste Water (Unsepecified),39.935278,-104.994722,2023,05/31/2023,,,,,ng/L,2.03,5.31,,0,0,2.84,12,2.1,0,0,0,0,0,,,0,0,,14.4,0,7.57,4.76,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,BIG DRY CREEK WWTF,Waste Water (Unsepecified),39.935278,-104.994722,2023,07/31/2023,,,,,ng/L,3.59,7.92,,0,0,4.24,12.7,3.36,0,0,0,0,0,,,0,0,,14.8,0,10.4,5.55,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,BIG DRY CREEK WWTF,Waste Water (Unsepecified),39.935278,-104.994722,2023,08/31/2023,,,,,ng/L,0,0,,0,0.43,3.6,12,2.5,0,0,0,0,0,,,0,0,,18,0,8.1,6.6,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,BIG DRY CREEK WWTF,Waste Water (Unsepecified),39.935278,-104.994722,2023,09/30/2023,,,,,ng/L,3.1,5.7,,0,0,2.9,11.8,2.2,0,0,0,0,0,,,0,0,,15.1,0,7.2,7.4,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,BIG DRY CREEK WWTF,Waste Water (Unsepecified),39.935278,-104.994722,2023,10/31/2023,,,,,ng/L,2.9,7.7,,0,0,3.2,18,2.4,0,0,0,0,0,,,0,0,,24,0,7.1,5.8,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,1,0,0,,0,0,0,
DMR Permits et al 2024,BIG DRY CREEK WWTF,Waste Water (Unsepecified),39.935278,-104.994722,2023,11/30/2023,,,,,ng/L,3,10.4,,0,0,3,28,2.3,0,0,0,0,0,,,0,0,,20,0,5.9,6.9,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,BIG DRY CREEK WWTF,Waste Water (Unsepecified),39.935278,-104.994722,2023,12/31/2023,,,,,ng/L,3.2,8,,0,1.2,3.9,23,2.4,0,0,0,0,0,,,0,0,,12.6,0,6.6,5.1,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,1.2,0,0,,0,0,0,
DMR Permits et al 2024,BIG DRY CREEK WWTF,Waste Water (Unsepecified),39.935278,-104.994722,2024,03/31/2024,,,,,ng/L,1.8,5.3,,0,0,2.9,12.9,1.9,0,0,0,0,0,,,0,0,,10.4,0,5.9,5.1,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,BIG DRY CREEK WWTF,Waste Water (Unsepecified),39.935278,-104.994722,2024,01/31/2024,,,,,ng/L,1.7,6.4,,0,0,2,14.5,1.1,0,0,0,0,0,,,0,0,,14.6,0,6.6,0,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,1.1,2.1,0,,0,0,0,
DMR Permits et al 2024,BIG DRY CREEK WWTF,Waste Water (Unsepecified),39.935278,-104.994722,2024,02/29/2024,,,,,ng/L,2,6.2,,0,0,3.1,12.8,2,0,0,0,0,0,,,0,0,,10.9,0,5.2,5,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,BIG DRY CREEK WWTF,Waste Water (Unsepecified),39.921389,-105.024444,2024,04/30/2024,,,,,ng/L,3.6,8.5,,0,0,5.5,16.1,4,0,0,0,0,0,,,0,0,,13.6,0,10.9,7.6,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,BROOMFIELD WWTF,Waste Water (Unsepecified),39.921389,-105.024444,2022,01/31/2022,,,,,ng/L,2.8,5.8,,0,0,2.2,9.5,2.3,0,0,0,0,0,,,0,0,,9,0,3.1,5.1,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,BROOMFIELD WWTF,Waste Water (Unsepecified),39.921389,-105.024444,2022,02/28/2022,,,,,ng/L,0,4.5,,0,0,0,9.6,0,0,0,0,0,0,,,0,0,,7.6,0,3.9,0,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,BROOMFIELD WWTF,Waste Water (Unsepecified),39.921389,-105.024444,2022,03/31/2022,,,,,ng/L,1.8,5.1,,0,0,1.9,11,2.1,0,0,0,0,0,,,0,0,,6.5,0,2.3,4.4,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
DMR Permits et al 2024,BROOMFIELD WWTF,Waste Water (Unsepecified),39.921389,-105.024444,2022,04/30/2022,,,,,ng/L,3.5,6.7,,0,0,2.6,18,2.7,0,0,0,0,0,,,0,0,,12,0,6,0,0,0,,,,,,,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,
